,ticker,name,slug,marketcap,sector,category,tagline,desc,symbol
1137,KAYI,Kayicoin,kayicoin,,,,,,KAYI
1138,PEC,PeaceCoin3.6,peacecoin3-6,,,,,,PEC
1139,BGR,Bongger,bongger,,,,,,BGR
1140,XSA,Sigma,sigma,,,,,,XSA
1141,CALVIN,Calvin,calvin,,,,,,CALVIN
1142,SETH,Sether,sether-1,,,,,,SETH
1143,DRP,DCORP,dcorp-1,,,,,,DRP
1144,POW,POW,pow,,,,,,POW
1145,SHE,ShineChain,shinechain,,,,,,SHE
1146,UBI,Universal Basic Income,universal-basic-income,,Identity,Infrastructure,Sybil-resistant Proof of Humanity using social verification ,,UBI
1147,UFR,Upfiring,upfiring-1,,,,,,UFR
1148,GST,Game Stars,game-stars,,,,,,GST
1149,HAVECOIN,Havecoin,havecoin,,,,,,HAVECOIN
1150,APC,Alpha Coin,alpha-coin,,,,,,APC
1151,LOT,Lottocoin,lottocoin,,,,,,LOT
1152,MAC,Machinecoin,machinecoin,,,,,,MAC
1153,DVLP,DVLP,dvlp,,,,,,DVLP
1154,BHD,Bahraini Dinar,bahraini-dinar,,,,,,BHD
1155,JBT,Jukebucks,jukebucks,,,,,,JBT
1156,SCC,StakeCube Coin,stakecube-coin,,,,,,SCC
1157,CBT,CommerceBlock,commerceblock-1,,,,,,CBT
1158,UNF,Unfed Coin,unfed-coin,,,,,,UNF
1159,MON,MON,mon,,,,,,MON
1160,CDY,Bitcoin Candy,bitcoin-candy,,,,A Bitcoin Cash fork focused on quantum resistance,"Bitcoin Candy is a Bitcoin Cash hard fork focused on privacy and quantum resistance. 
",CDY
1161,RID,Riddler,riddler,,,,,,RID
1162,ATS,Authorship,authorship,,,,,,ATS
1163,EXC,Excaliburcoin,excaliburcoin,,,,,,EXC
1164,BSCDOG,BSCDOG,bscdog,,Currencies,Media and Entertainment,,,BSCDOG
1165,LOOK,LookCoin,lookcoin,,,,,,LOOK
1166,LIFE,LIFE,life,,,,,,LIFE
1167,TAN,Taklimakan Network,taklimakan-network,,Social Media,Media and Entertainment,A blockchain-based social network,Taklimakan Network is a blockchain-based social media network. ,TAN
1168,RCCC,RCCC,rccc,,,,,,RCCC
1169,DEFI+S,PieDAO DEFI Small Cap Index,piedao-defi-small-cap-index,,Asset Management,Financial,,,DEFI+S
1170,PQT,PAquarium,paquarium-1,,,,,,PQT
1171,CFC,CoffeeCoin,coffeecoin,,,,,,CFC
1172,BRIA,BriaCoin,briacoin,,,,,,BRIA
1173,BEN,BitCoen,bitcoen,,,,,,BEN
1174,NLC2,NoLimitCoin,nolimitcoin,,,,,,NLC2
1175,PREX,PREX,prex,,,,,,PREX
1176,CHC,ChainCoin,chaincoin,,,,,,CHC
1177,NCXC,NCXC,ncxc,,,,,,NCXC
1178,CJT,ConnectJob,connectjob,,,,,,CJT
1179,QBT,Qbao,qbao-1,,,,,,QBT
1180,LVPS,LevoPlus,levoplus,,,,,,LVPS
1181,DUTCH,Dutch Coin,dutch-coin,,,,,,DUTCH
1182,XB,XB,xb,,,,,,XB
1183,TP1,Kolsch,kolsch,,,,,,TP1
1184,NEOG,NEO GOLD,neo-gold,,,,,,NEOG
1185,DC,Demon,demon,,,,,,DC
1186,C47,Code47,code47,,,,,,C47
1187,BELA,Bela,bela,,,,,,BELA
1188,QBTC,Bitcoin Quantum,bitcoin-quantum,,,,Another Bitcoin fork,"Quantum Bitcoin is a fork of Bitcoin with the self-stated goal of creating “quantum coins”. 
",QBTC
1189,FLT,FlutterCoin,fluttercoin,,,,,,FLT
1190,HBO,HBO,hbo,,Information,Services,,,HBO
1191,GLOBALTOUR,Global Tour Coin,global-tour-coin,,,,,,GLOBALTOUR
1192,SOLAR,Solar,solar,,,,,,SOLAR
1193,FJC,FujiCoin,fujicoin,,,,,,FJC
1194,BCU,Bitcoin Unlimited CST Bitfinex,bitcoin-unlimited-cst-bitfinex,,,,,,BCU
1195,SWIRL,Swirl Cash,swirl-cash,,Currencies,Payments,,,SWIRL
1196,CBANK,CryptoBank,cryptobank,,,,,,CBANK
1197,PLATIN,Platin Coin,platin-coin-1,,,,,,PLATIN
1198,SPA,Sperax,sperax,,Smart Contract Platforms,Infrastructure,,"Sperax is a smart contract platform that uses a new consensus mechanism, known as BDLS (Blockchain DLS), for finalizing and securing transactions. It has a dual-token system. The network's native token (SPA) allows users to pay transaction fees and vote on Sperax governance proposals. The second one is an algorithmic, crypto-collateralized stablecoin, known as USDs.",SPA
1199,REE,ReeCoin,reecoin,,,,,,REE
1200,UETH,UETH,ueth,,,,,,UETH
1201,BIRD,BirdCoin,birdcoin,,,,,,BIRD
1202,NXC,Nexium,nexium,,,,,,NXC
1203,DGM,DigiMoney,digimoney,,,,,,DGM
1204,RMT,SureRemit,sureremit,,,,,,RMT
1205,RNDR,Render Token,render-token,,,,Distributed GPU rendering network and marketplace built on OTOY's OctaneRender ecosystem,,RNDR
1206,NUT,Native Utility Token,native-utility-token,,,,The native governance token for Equilibrium ,Native Utility Token is the governance token circulated on Equilibrium platform built on EOS.,NUT
1207,BFRXT,Bitforex Token,bitforex-token,,,,,,BFRXT
1208,BTDOLL,BTDOLL,btdoll,,,,,,BTDOLL
1209,GUM,dumdum,dumdum,,,,,,GUM
1210,BOON,BoonCoin,booncoin,,,,,,BOON
1211,VTR,vTorrent,vtorrent,,,,,,VTR
1212,GRC,Gridcoin,gridcoin,,,,Rewarding Scientific Distributed Computing,Gridcoin is a blockchain and cryptocurrency that rewards individuals for contributing to computational research in various academic fields ,GRC
1213,WSUR,Suretly (Waves),suretly-waves,,,,,,WSUR
1214,BURN,BURN Coin,burn-coin,,,,,,BURN
1215,MSD,MSD,msd,,,,,,MSD
1216,LENIN,LeninCoin,lenincoin,,,,,,LENIN
1217,BAKE,BakerySwap,bakeryswap,,,,,,BAKE
1218,GREENF,GreenFingers,greenfingers,,,,,,GREENF
1219,GFL,GFL,gfl,,,,,,GFL
1220,BG2,Bitcoin Gold CST Bitfinex,bitcoin-gold-cst-bitfinex,,,,,,BG2
1221,VIDZ,PureVidz,purevidz,,,,,,VIDZ
1222,RVR,RevolutionVR,revolutionvr,,,,,,RVR
1223,ASTRAL,Astral,astral,,,,,,ASTRAL
1224,REGA,Regacoin,regacoin,,,,,,REGA
1225,SJCX,Storjcoin X,storjcoin-x,,,,,,SJCX
1226,W3C,W3Coin,w3coin,,,,,,W3C
1227,INTERNATIONALDIAMOND,InternationalDiamond,internationaldiamond,,,,,,INTERNATIONALDIAMOND
1228,CTL,Citadel,citadel,,,,,,CTL
1229,BTCO,Bitcoin Coral,bitcoin-coral,,,,A Bitcoin fork token offering for decentralized banking,"Bitcoin Coral is a fork of Bitcoin with a complex infrastructure of financial tools for crypto-banking.
",BTCO
1230,CL,Coinlancer,coinlancer-1,,,,,,CL
1231,MBOX,Mobox,mobox,,,,,,MBOX
1232,XCS,CybCSec,cybcsec,,,,,,XCS
1233,SHELL,ShellCoin,shellcoin,,,,,,SHELL
1234,PENCE,PenceCoin,pencecoin,,,,,,PENCE
1235,NKT,Nakamoto Dark,nakamoto-dark,,,,,,NKT
1236,CAID,Aid,aid,,,,,,CAID
1237,XDE2,Xde2,xde2,,,,,,XDE2
1238,DALI,Dalichain,dalichain,,,,,,DALI
1239,Q2C,QubitCoin,qubitcoin,,,,,,Q2C
1240,BAMI,BamitCoin,bamitcoin,,,,,,BAMI
1241,WILD,Wild Crypto,wild-crypto-1,,,,,,WILD
1242,PBL,Publica,publica-1,,,,,,PBL
1243,QWARK,Qwark,qwark,,,,,,QWARK
1244,LSC,Life Style Chain,life-style-chain,,,,,,LSC
1245,UK,UKCoin,ukcoin,,,,,,UK
1246,DOGETH,EtherDoge,etherdoge,,,,,,DOGETH
1247,BOST,BoostCoin,boostcoin,,,,,,BOST
1248,UBTC,United Bitcoin,united-bitcoin,,,,A Bitcoin fork for issuing stablecoins and recirculating old bitcoins,"United Bitcoin is a Bitcoin fork prioritizing stable value and re-purposing old Bitcoin addresses.
",UBTC
1249,MGM,Magnum,magnum,,,,,,MGM
1250,MULTI,MULTI,multi,,,,,,MULTI
1251,BKB,BetKing Bankroll Token,betking-bankroll-token,,,,,,BKB
1252,DUX,DuxCoin,duxcoin,,,,,,DUX
1253,PKB,ParkByte,parkbyte,,,,,,PKB
1254,BAN,Babes and Nerds,babes-and-nerds,,,,,,BAN
1255,EURT,Tether Euros,tether-euros,,,,,,EURT
1256,OZC,OzzieCoin,ozziecoin,,,,,,OZC
1257,POKE,POKE,poke,,,,,,POKE
1258,BLUX,BitLux,bitlux,,,,,,BLUX
1259,REPO,REPO,repo,,,,,,REPO
1260,RCX,RedCrowCoin,redcrowcoin,,,,,,RCX
1261,EAG,EA Coin,ea-coin,,,,,,EAG
1262,FIDEL,Fidel Castro,fidel-castro,,,,,,FIDEL
1263,PEXT,PEXT,pext,,,,,,PEXT
1264,TAP,TappingCoin,tappingcoin,,,,,,TAP
1265,OIL,Oiler,oiler,,Decentralized exchanges,Financial,DeFi options trading platform,Oiler is a decentralized exchange that allows users to trade options on a blockchain attributes such as gas fee or hashrate. ,OIL
1266,MGT,Magnatum,magnatum,,,,,,MGT
1267,BRICKTOX,Bricktox,bricktox-1,,,,,,BRICKTOX
1268,CYT,Cryptokenz,cryptokenz,,,,,,CYT
1269,DAX,DAEX,daex-1,,,,,,DAX
1270,PITCH,Pitch,pitch,,,,,,PITCH
1271,VZT,Vezt,vezt-1,,,,,,VZT
1272,SHM,Saham,saham,,,,,,SHM
1273,VOLT,Bitvolt,bitvolt,,,,,,VOLT
1274,GCS,GameChain System,gamechain-system,,,,,,GCS
1275,INR,Indian Rupee,indian-rupee,,,,,,INR
1276,POLCOIN,Polcoin,polcoin,,,,,,POLCOIN
1277,DFY,Defi For You,defi-for-you,,,,,,DFY
1278,RABBIT,RABBIT,rabbit,,,,,,RABBIT
1279,MNB,MoneyBag,moneybag,,,,,,MNB
1280,DEGEN,Indexed DEGEN Index,indexed-degen-index,,Asset Management,Financial,,Indexed product by Indexed Finance. ,DEGEN
1281,ELI,GoCrypto Token,eligma-token,,,,,,ELI
1282,ARM,Armory Coin,armory-coin,,,,,,ARM
1283,EG9C,EcoG9Coin,ecog9coin,,,,,,EG9C
1284,HZT,HazMatCoin,hazmatcoin,,,,,,HZT
1285,CARE,Carebit,carebit,,,,,,CARE
1286,BPC,BITPARK COIN,bitpark-coin,,,,,,BPC
1287,LDOGE,LiteDoge,litedoge,,,,,,LDOGE
1288,COC,Community Coin,community-coin,,,,,,COC
1289,OX,OX Fina,ox-fina,,,,,,OX
1290,ENRG,Energycoin,energycoin,,,,,,ENRG
1291,XYOC,YocoinClassic,yocoinclassic,,,,,,XYOC
1292,BRX,Breakout Stake,breakout-stake,,,,,,BRX
1293,NAVI,Naviaddress,naviaddress-1,,,,,,NAVI
1294,BTH,Bytether ,bytether,,,,,,BTH
1295,RUNNERS,Runners,runners,,,,,,RUNNERS
1296,YRX,YRX,yrx,,,,,,YRX
1297,DGCS,Digitalcredits,digitalcredits,,,,,,DGCS
1298,MALC,MalaysiaCoin,malaysiacoin,,,,,,MALC
1299,RATING,DPRating,dprating,,,,,,RATING
1300,NSR,NuShares,nushares,,,,,,NSR
1301,SSC,SelfSell,selfsell,,,,,,SSC
1302,MPC,MPCoin,mpcoin,,,,,,MPC
1303,RMS,Resumeo Shares,resumeo-shares,,,,,,RMS
1304,SNOW,SnowCoin,snowcoin,,,,,,SNOW
1305,BUDDY,BUDDY,buddy,,,,,,BUDDY
1306,XTD,XTD Coin,xtd-coin,,,,,,XTD
1307,BRECO,Bitcoin Reference Line,bitcoin-reference-line,,,,A Bitcoin fork that supports encrypted reference lines,"Bitcoin Reference Line is a Bitcoin fork that provides encrypted reference lines for each transaction.
",BRECO
1308,BTCR,Bitcurrency,bitcurrency,,,,,,BTCR
1309,RUP,Rupee,rupee,,,,,,RUP
1310,OF,OFCOIN,ofcoin,,,,,,OF
1311,RLT,RouletteToken,roulettetoken,,,,,,RLT
1312,XMS,megastake,megastake,,,,,,XMS
1313,LTG,LiteCoinGold,litecoingold,,,,,,LTG
1314,BRH,BRH,brh,,,,,,BRH
1315,PDX,PDX,pdx-1,,,,,,PDX
1316,SIGT,Signatum,signatum,,,,,,SIGT
1317,AED,United Arab Emirates Dirham,united-arab-emirates-dirham,,,,,,AED
1318,WIN,WinToken,wintoken,,,,,,WIN
1319,BTCU,BitcoinUltra,bitcoinultra,,,,,,BTCU
1320,FWB,Friends With Benefits,friends-with-benefits,,,Services,A digital cornerstone between technology and culture communities,"Friends With Benefits is a private discord server. A group chat full of our favorite thinkers and creators. You can think of FWB like any other social network, it's a space that has value because of the content and ideas the users of that social network create and share.

The thing that makes Friends With Benefits different is that in order to be a part of Friends With Benefits you must own at least 60 $FWB cryptocurrency tokens.",FWB
1321,GDL,Gondola Finance,gondola-finance,,,,,,GDL
1322,FUZZ,FuzzBalls,fuzzballs,,,,,,FUZZ
1323,DET,Diamond Exchange Token,diamond-exchange-token,,,,Native token for a digital asset exchange,Diamond Exchange Token is the native token for a digital asset exchange that also sells diamonds. ,DET
1324,EBCH,EBCH,ebch,,,,,,EBCH
1325,PXI,Prime-XI,prime-xi,,,,,,PXI
1326,NZC,NewZealandCoin,newzealandcoin,,,,,,NZC
1327,TESLA,TeslaCoilCoin,teslacoilcoin,,,,,,TESLA
1328,BTCC,Bitcoin Core,bitcoin-core,,,,A Bitcoin Clashic fork serving as a Bitcoin meme project,"Bitcoin Core is a fork of Bitcoin Clashic that claims to be ""a return to the 'Core' values of Bitcoin.""
",BTCC
1329,VOL,Volume,volume,,,,,,VOL
1330,FGZ,FreeGameZoneCoin,freegamezonecoin,,,,,,FGZ
1331,DEFI5,Indexed DEFI Top 5 Index,indexed-defi-top-5-index,,Asset Management,Financial,,,DEFI5
1332,WTT,Giga Watt,giga-watt-1,,,,,,WTT
1333,GBIT,GravityBit,gravitybit,,,,,,GBIT
1334,ASAFE,All Safe,all-safe,,,,,,ASAFE
1335,DOLLAR,Dollar International,dollar-online,,,,,,DOLLAR
1336,LIEN,Lien,lien,,Derivatives,Financial,,,LIEN
1337,CAI,CAI,cai,,,,,,CAI
1338,TKLN,Taklimakan,taklimakan,,,,,,TKLN
1339,SENTRO,Sentaro,sentaro,,,,,,SENTRO
1340,DEA,DEA,dea,,,,,,DEA
1341,HEAL,HEAL,heal,,,,,,HEAL
1342,ZXC,0xcert,0xcert-1,,,,,,ZXC
1343,YBCT,YBCT,ybct,,,,,,YBCT
1344,DELC,Delink,delink,,,,,,DELC
1345,MARINECOIN,Marinecoin,marinecoin,,,,,,MARINECOIN
1346,YES,YesCoin,yescoin,,,,,,YES
1347,ACPR,ACes Pro,aces-pro,,,,,,ACPR
1348,PRVS,PRVS,prvs,,Decentralized Exchanges,Financial,,,PRVS
1349,TLE,Tattoocoin (Limited Edition),tattoocoin-limited-edition,,,,,,TLE
1350,ATB,ATBCoin,atbcoin,,,,,,ATB
1351,B2X,SegWit2x,segwit2x,,,,,,B2X
1352,HEAT,HEAT,heat,,,,,,HEAT
1353,EETT,Ethereum EncryptoTel,ethereum-encryptotel,,,,,,EETT
1354,VERI,Veritaseum,veritaseum-1,,,,,,VERI
1355,DAN,Dancoin,dancoin,,,,,,DAN
1356,XGTC,GirlsTokenCoin,girlstokencoin,,,,,,XGTC
1357,FIT,FitCoin,fitcoin,,,,,,FIT
1358,SLX,Slate,slate,,,,,,SLX
1359,BTCRED,Bitcoin Red,bitcoin-red,,,,,,BTCRED
1360,MRP,morpheus,morpheus,,,,,,MRP
1361,RIT,Right International Media Token,right-international-media-token,,,,,,RIT
1362,NMD,Nomad,nomad,,,,,,NMD
1363,XNN,Xenon,xenon,,,,,,XNN
1364,SDS,Alchemint,alchemint,,,,,,SDS
1365,EBOX,Ethbox Token,ethbox-token,,Data Management,Services,,,EBOX
1366,UMO,UniversalMolecule,universalmolecule,,,,,,UMO
1367,CAM,Camcoin,camcoin,,,,,,CAM
1368,PLSR,Pulsar,pulsar-1,,,,,,PLSR
1369,PGL,ProspectorsGold,prospectorsgold,,,,,,PGL
1370,ZYD,Zayedcoin,zayedcoin,,,,,,ZYD
1371,PCN,PeepCoin,peepcoin,,,,,,PCN
1372,XLG,Ledgerium,ledgerium,,,,,,XLG
1373,PAL,PAL Network,pal-network,,,,,,PAL
1374,XBC,Bitcoin Plus,bitcoin-plus,,Payment Platforms,Payments,A Bitcoin-branded Proof-of-Stake blockchain,"Bitcoin Plus is a Bitcoin-branded Proof-of-Stake blockchain that launched via ICO. 
",XBC
1375,XSP,PoolStamp,poolstamp,,,,,,XSP
1376,RISE,Rise,rise,,,,,,RISE
1377,QTZ,Quartz,quartz,,,,,,QTZ
1378,SNIP,SnipCoin,snipcoin,,,,,,SNIP
1379,ZNE,ZoneCoin,zonecoin,,,,,,ZNE
1380,DNCV2,DronecoinV2,dronecoinv2,,,,,,DNCV2
1381,COU,Couchain,couchain,,,,,,COU
1382,MOJO,MojoCoin,mojocoin,,,,,,MOJO
1383,BRE,Break,break,,,,,,BRE
1384,IMP,Ethereum Kingdoms Token,ethereum-kingdoms-token,,,,,,IMP
1385,PREMIUM,Premium BTC,premium-btc,,,,,,PREMIUM
1386,ZAIF,ZAIF,zaif,,,,,,ZAIF
1387,ESZ,EtherSportz,ethersportz-1,,,,,,ESZ
1388,CALC,Caliphcoin,caliphcoin,,,,,,CALC
1389,UTC,UltraCoin,ultracoin,,,,,,UTC
1390,CFUN,CFun,cfun-1,,,,,,CFUN
1391,CONUN,CONUN,conun,,,,,,CONUN
1392,TRY,Turkish Lira,turkish-lira,,,,,,TRY
1393,DEEP,Deep Gold,deep-gold-1,,,,,,DEEP
1394,EAGLE,EagleCoin,eaglecoin,,,,,,EAGLE
1395,EDDIE,Eddiecoin,eddiecoin,,,,,,EDDIE
1396,BU,BUMO,bumo,,,,,,BU
1397,PETH,Pooled Ether,pooled-ether,,,,,,PETH
1398,SCRPT,ScryptCoin,scryptcoin,,,,,,SCRPT
1399,GRAM,Telegram Open Network,telegram-open-network,,Smart Contract Platforms,Infrastructure,Telegram's cryptocurrency,Telegram Open Network is an ambitious project looking to solve many of the perceived problems of existing cryptonetworks while leveraging the user base of a global messaging application. ,GRAM
1400,MEK,Teky,teky,,,,,,MEK
1401,TTY,Trinity,trinity-1,,,,,,TTY
1402,XLTCG,Ltcgear,ltcgear,,,,,,XLTCG
1403,RPC,RonPaulCoin,ronpaulcoin,,,,,,RPC
1404,21M,21Million,21million,,,,,,21M
1405,OK06ETT,OK06ETT,ok06ett,,,,,,OK06ETT
1406,ADB,adbank,adbank-1,,,,,,ADB
1407,LIZA,LIZA,liza,,,,,,LIZA
1408,NAT,Nature,nature,,,,,,NAT
1409,MINEX,Minex,minex,,,,,,MINEX
1410,JS,JavaScript Token,javascript-token,,,,,,JS
1411,ZET2,Zeta2Coin,zeta2coin,,,,,,ZET2
1412,SKRL,Skrilla,skrilla-1,,,,,,SKRL
1413,DDF,DigitalDevelopersFund,digitaldevelopersfund,,,,,,DDF
1414,TGAME,Truegame,truegame-1,,,,,,TGAME
1415,DLC,Dalilcoin,dalilcoin,,,,A Bitcoin airdrop forked from the Qeditas protocol,"Dalilcoin is a token airdropped to Bitcoin holders based on a fork from the Qeditas codebase.
",DLC
1416,IN,InCoin,incoin,,,,,,IN
1417,AKY,Akuya Coin,akuya-coin,,,,,,AKY
1418,UNITY,SuperNET,supernet,,,,,,UNITY
1419,SUP,Superior Coin,superior-coin,,,,,,SUP
1420,BITG,BitGreen,bitgreen,,,,,,BITG
1421,BBC,TraDove B2BCoin,tradove-b2bcoin,,,,,,BBC
1422,GGT,Global Gold Token,global-gold-token,,,,,,GGT
1423,VIP,VIP Tokens,vip-tokens,,,,,,VIP
1424,POLA,Polaris Share Coin,polaris-share-coin,,Content Creation and Distribution,Infrastructure,,,POLA
1425,BLUE,Blue Protocol,blue-protocol,,,,,,BLUE
1426,GTFO,Gotfomo,gotfomo,,,,,,GTFO
1427,PIO,Pioneershares,pioneershares,,,,,,PIO
1428,MBI,Monster Byte,monster-byte,,,,,,MBI
1429,MCOIN,MCOIN,mcoin,,,,,,MCOIN
1430,MESH,MeshBox,meshbox,,,,,,MESH
1431,XNO,Xeno Token,xeno-token,,Tokenization,Infrastructure,,,XNO
1432,REF,RefToken,reftoken-1,,,,,,REF
1433,NMX,Nominex,nominex,,,,,,NMX
1434,WLC,WirelessCoin,wirelesscoin,,,,,,WLC
1435,ACLR,Accelerate,accelerate,,,,,,ACLR
1436,SLR,SolarCoin,solarcoin,,,,,,SLR
1437,IBITS,IBITS,ibits,,,,,,IBITS
1438,CAZ,Cazcoin,cazcoin,,,,,,CAZ
1439,SOIL,SOILcoin,soilcoin,,,,,,SOIL
1440,BTGET,BTGET,btget,,,,,,BTGET
1441,BCZ,Bitcoin Cash Zero,bitcoin-cash-zero,,,,A Proof-of-Stake triple-chain fork of Bitcoin Cash,"Bitcoin Cash Zero is a Proof-of-Stake fork of Bitcoin Cash focused on privacy features. 
",BCZ
1442,BCL,Bitcoin Cloud,bitcoin-cloud,,,,A Bitcoin fork for counteracting the Lightning Network,"Bitcoin Cloud is a Bitcoin fork designed to counter the protocol design of the Lightning Network. 
",BCL
1443,VONE,Vone,vone,,,,,,VONE
1444,SIGMA,SIGMAcoin,sigmacoin,,,,,,SIGMA
1445,MASS,Mass.Cloud,mass-cloud,,,,,,MASS
1446,EPS,Ellipsis,ellipsis,,Decentralized Exchanges,Financial,,,EPS
1447,DIVI,Divi,the-divi-project,,Wallet,Services,,"Divi is a Proof-of-Stake (PoS) protocol focused on making token-based finances easier. The project offers several financial services through its network, including a digital wallet, a currency exchange, a debit card (Divi Card), and the ability to earn DIVI tokens (the native token of the Divi protocol). It aims to leverage these various financial services to help lower the learning curve associated with adopting and using crypto.",DIVI
1448,TIE,Ties.DB,ties-db,,,,,,TIE
1449,EUROP,EuropeUnited,europeunited,,,,,,EUROP
1450,BTCA,Bitair,bitair-1,,,,,,BTCA
1451,TCN,TCOIN,tcoin,,,,,,TCN
1452,BONPEKAO,Bon PeKaO,bon-pekao,,,,,,BONPEKAO
1453,MARV,Marvelous,marvelous,,,,,,MARV
1454,FIRST,Harrison First,harrison-first,,,,,,FIRST
1455,LEDU,Education Ecosystem,education-ecosystem,,,,,,LEDU
1456,RIO,RIO,rio,,,,,,RIO
1457,FID,Fidelium,fidelium,,,,,,FID
1458,SHIT,Shitcoin,shitcoin,,,,,,SHIT
1459,STS,STRESScoin,stresscoin,,,,,,STS
1460,BVB,BVBCoin,bvbcoin,,,,,,BVB
1461,LEPEN,LePenCoin,lepencoin,,,,,,LEPEN
1462,DDM,DDMCoin,ddmcoin,,,,,,DDM
1463,MTNC,Masternodecoin,masternodecoin,,,,,,MTNC
1464,TURBO,TurboCoin,turbocoin,,,,,,TURBO
1465,CUBE,DigiCube,digicube,,,,,,CUBE
1466,ACCL,Accelerator,accelerator,,,,,,ACCL
1467,GPL,Gold Pressed Latinum,gold-pressed-latinum,,,,,,GPL
1468,CHEMX,CHEMX,chemx,,,,,,CHEMX
1469,ROM,ROMToken,romtoken,,,,,,ROM
1470,NXE,NXEcoin,nxecoin,,,,,,NXE
1471,NYX,NYXCOIN,nyxcoin,,,,,,NYX
1472,GSR,GeyserCoin,geysercoin,,,,,,GSR
1473,MRV,Macroverse,macroverse-1,,,,,,MRV
1474,CUBITS,Cubits,cubits,,,,,,CUBITS
1475,TRNC,TRNC,trnc,,,,,,TRNC
1476,USA,USACoin,usacoin,,,,,,USA
1477,GHSC,GigaHashes,gigahashes,,,,,,GHSC
1478,CTR,Centra token,centra-token,,,,,,CTR
1479,777,777,777,,,,,,777
1480,MRB,Marbles,marbles,,,,,,MRB
1481,PIGGY,Piggycoin,piggycoin,,,,,,PIGGY
1482,HOPR,HOPR,hopr,,Data Management,Infrastructure,Changing Data Privacy For Good,"The HOPR network is an open and incentivized ""mix network"" that provides network-level metadata privacy for the users of the web. HOPR is developing a decentralized marketplace connecting individuals who want to monetize their unused internet bandwidth with those who have demand for metadata private internet bandwidth.",HOPR
1483,ROCKET,ROCKET,rocket,,,,,,ROCKET
1484,XPT,XPT,xpt,,,,,,XPT
1485,FTCC,FeatherCoinClassic,feathercoinclassic,,,,,,FTCC
1486,AMMO,Ammo Reloaded,ammo-reloaded,,,,,,AMMO
1487,SKB,Sakura Bloom,sakura-bloom,,,,,,SKB
1488,GRPH,Graphcoin,graphcoin,,,,,,GRPH
1489,1ST,FirstBlood,firstblood,,Gaming,Media and Entertainment,eSports betting,FirstBlood is a decentralized eSports platform utilizing the power of smart contracts. ,1ST
1490,ETRUST,Entrust,entrust,,,,,,ETRUST
1491,ACC,ACChain,acchain-1,,,,,,ACC
1492,HAMS,HamsterCoin,hamstercoin,,,,,,HAMS
1493,BKCAT,BlockCat,blockcat-1,,,,,,BKCAT
1494,ZJLT,ZJLT,zjlt,,,,,,ZJLT
1495,NBIT,netBit,netbit,,,,,,NBIT
1496,MOD,Modum,modum-1,,,,,,MOD
1497,LOKI,Loki,loki,,Application Development,Infrastructure,,,LOKI
1498,HZ,Horizon,horizon,,,,,,HZ
1499,POST,PostCoin,postcoin,,,,,,POST
1500,CREVA,CrevaCoin,crevacoin,,,,,,CREVA
1501,INN,Innova,innova,,,,,,INN
1502,SHORTY,ShortyCoin,shortycoin,,,,,,SHORTY
1503,STAC,StarterCoin,startercoin,,,,,,STAC
1504,IMPS,Impulse Coin,impulse-coin,,,,,,IMPS
1505,ZSE,ZSEcoin,zsecoin,,,,,,ZSE
1506,NDX,NDX,ndx,,Asset Management,Financial,,,NDX
1507,LBTCX,Lightning Bitcoin,lightning-bitcoin-2,,,,,,LBTCX
1508,DDD,Scry.info,scry-info,,,,,,DDD
1509,GUC,GUC,guc,,,,,,GUC
1510,BTP,Bitcoin Platinum,bitcoin-platinum,,,,A Bitcoin fork with the most Proof-of-Work algorithms,"Bitcoin Platinum is a Bitcoin fork focused on decentralization and fair distribution. 
",BTP
1511,GEMZ,Gemz Social,gemz-social,,,,,,GEMZ
1512,VEF,Venezuelan Bolivar,venezuelan-bolivar,,,,,,VEF
1513,SEV,Seven,seven,,,,,,SEV
1514,SFT,Safex Token,safex-token,,,,,,SFT
1515,BIXC,Bixc,bixc,,,,,,BIXC
1516,BITSILVER,bitSilver,bitsilver,,,,,,BITSILVER
1517,RUBBLECOIN,RubbleCoin,rubblecoin,,,,,,RUBBLECOIN
